編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLMKKHLGFBJ18DA,2,20.87,本共有部分之項目有梯間、梯廳、排煙室、緊急升降機間、機械室、消防中繼機房、水錶室、水箱室、消防水箱等九項。,鋼筋混凝土造,112年10月30日,二十四層,,持分移轉
RPUNMLOKMHLGFCJ98DA,30,186.15,住家用,鋼筋混凝土造,84年9月22日,五層,三層 四層 五層 見其他登記事項,全筆移轉
RPQOMLKLJHLGFBJ97DA,2,92.83,集合住宅,鋼筋混凝土造,113年3月14日,十五層,二層 陽台,全筆移轉
RPQOMLKLJHLGFBJ97DA,2,51.59,本共有部分之項目有停車空間、機械室、水箱、消防機房、雨汙水機房、樓梯間、排煙室、防空避難室兼停車空間、台電配電室、受電室、電信室、緊急發電機室、電錶室等十三項。,鋼筋混凝土造,113年3月14日,十五層,,持分移轉
RPQOMLKLJHLGFBJ97DA,2,14.53,本共有部分之項目有人行道、排煙室、梯廳、樓梯間、污水處理室、管委會使用空間、開放空間、梯間、機械室、水錶室、水箱等十一項。,鋼筋混凝土造,113年3月14日,十五層,,持分移轉
RPQOMLKLJHLGFBJ97DA,2,18.78,本共有部分之項目有梯廳兼排煙室、梯廳、樓梯間等三項。,鋼筋混凝土造,113年3月14日,十五層,,持分移轉
RPRNNLKLMHLGFBJ38DA,15,100.20,住家用,鋼筋混凝土造,99年11月3日,十層,六層 陽台 雨遮,全筆移轉
RPRNNLKLMHLGFBJ38DA,15,68.63,本共有部分之項目有防空避難室、停車空間、樓梯間、機械室、門廊、梯廳、管理員室等七項,鋼筋混凝土造,99年11月3日,十層,,持分移轉
RPVPMLTJMHLGFBJ96DA,16,224.15,住家用,鋼筋混凝土造,99年1月6日,二十三層,七層 陽台 雨遮,全筆移轉
RPVPMLTJMHLGFBJ96DA,16,.08,管理室,鋼筋混凝土造,99年1月6日,二十層,地下一層,持分移轉
RPWNMLLLJHLGFBJ58DA,13,86.06,商業用,鋼筋混凝土造,102年6月24日,十九層,一層 陽台 雨遮 見其他登記事項,全筆移轉
RPVPMLTJMHLGFBJ96DA,16,45.30,共有部分,鋼筋混凝土造,99年1月6日,二十三層,,持分移轉
RPVPMLTJMHLGFBJ96DA,16,14.66,共有部分,鋼筋混凝土造,99年1月6日,二十三層,,持分移轉
RPWNMLLLJHLGFBJ58DA,13,58.86,本共有部分之項目有停車空間，防空避難室，管理員室，開放空間，樓梯間，機械室，水箱等七項。,鋼筋混凝土造,102年6月24日,十九層,,持分移轉
RPVPMLTJMHLGFBJ96DA,16,96.50,共有部分,鋼筋混凝土造,99年1月6日,二十三層,,持分移轉
RPVPMLTJMHLGFBJ96DA,16,3.09,共有部分,鋼筋混凝土造,99年1月6日,二十三層,,持分移轉
RPPOMLPKMHLGFDJ78DA,30,179.15,住家用,鋼筋混凝土造,84年10月18日,四層,一層 二層 三層 四層 陽台 平台 地下層,全筆移轉
RPPNMLKKMHLGFDJ18DA,26,251.73,農舍,鋼筋混凝土造,88年11月14日,二層,一層 二層 陽台 平台 屋頂突出物,全筆移轉
RPPNMLOKMHLGFBJ38DA,9,.10,辦公室,鋼筋混凝土造,106年1月9日,十四層,一層,持分移轉
RPPNMLOKMHLGFBJ38DA,9,131.62,住家用,鋼筋混凝土造,106年1月9日,十四層,六層 陽台 雨遮,全筆移轉
RPPNMLOKMHLGFBJ38DA,9,27.01,本共有部分之項目有排煙室、梯廳、樓梯間、機房、機械室、水箱等六項。,鋼筋混凝土造,106年1月9日,十四層,,持分移轉
RPPNMLOKMHLGFBJ38DA,9,64.70,本共有部分之項目有防空避難室兼停車空間、消防機房、排煙室、梯廳、機房、水箱、停車空間、發電機房、台電配電室、公共服務空間、門廳、垃圾室、管委會使用空間等十三項。,鋼筋混凝土造,106年1月9日,十四層,,持分移轉
SPVNMLQKLHLGFDJ76DA,10,206.76,農舍,鋼筋混凝土造,105年1月14日,二層,一層 二層 陽台 雨遮,全筆移轉
RPTNMLLJMHLGFDJ58DA,8,56.38,集合住宅,鋼筋混凝土造,107年2月13日,七層,二層 陽台 雨遮,全筆移轉
RPTNMLLJMHLGFDJ58DA,8,8.03,本共有部分之項目有安全梯間、梯廳、昇降機間、水箱、機械室等五項,鋼筋混凝土造,107年2月13日,七層,,持分移轉
RPTNMLLJMHLGFDJ58DA,8,21.01,本共有部分之項目有安全梯間、梯廳、昇降機間、管道間、車道、管委會空間〈大廳、資源回收室、廁所、健身房〉、停車空間、台電配電室、發電機室、電信室、水箱、消防機房、污水機房、雨水機房等十四項,鋼筋混凝土造,107年2月13日,七層,,持分移轉
RPPNMLQKMHLGFDJ88EA,25,95.12,住家用,鋼筋混凝土造,89年7月14日,五層,一層 陽台,全筆移轉
RPPNMLQKMHLGFDJ88EA,25,7.87,樓梯間．水箱,鋼筋混凝土造,89年7月14日,五層,,持分移轉
RPQNMLQLLHLGFCJ78DA,31,479.07,農舍,鋼筋混凝土造,84年6月15日,三層,一層 二層 三層 騎樓 露台,全筆移轉
RPQOMLRKMHLGFBJ88DA,,621.17,集合住宅、停車空間、樓梯間,鋼筋混凝土造,114年9月3日,三層,一層 二層 三層 陽台 地下一層 見其他登記事項,全筆移轉
RPQNMLPKMHLGFDJ78DA,30,207.58,住家用,鋼筋混凝土造,85年1月11日,四層,一層 二層 三層 四層 陽台 平台 屋頂突出物 雨遮,全筆移轉
RPUNMLRJMHLGFBJ09DA,,86.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,二層 陽台,全筆移轉
RPUNMLRJMHLGFBJ09DA,,69.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPPNMLKMLHLGFDJ28DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPPNMLKMLHLGFDJ28DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPTNMLQJJHLGFBJ58DA,8,154.38,廠房,鋼筋混凝土造,106年7月12日,十三層,十二層 雨遮,全筆移轉
RPTNMLQJJHLGFBJ58DA,8,23.39,本共有部分之項目有（梯廳）、雨遮等二項,鋼筋混凝土造,106年7月12日,十三層,,持分移轉
RPTNMLQJJHLGFBJ58DA,8,47.54,本共有部分之項目有（附屬空間、管委會、停車位、水箱、機械室）、台電配電室、梯廳等七項,鋼筋混凝土造,106年7月12日,十三層,,持分移轉
RPTNMLQJJHLGFBJ58DA,8,107.39,本共有部分之項目有（防空避難室兼停車空間）等一項,鋼筋混凝土造,106年7月12日,十三層,,持分移轉
RPTNMLQJJHLGFBJ58DA,8,56.81,本共有部分之項目有（停車空間）、梯廳 等二項,鋼筋混凝土造,106年7月12日,十三層,,持分移轉
RPPRMLRJMHLGFBJ98DA,,65.29,集合住宅,鋼筋混凝土造,114年12月29日,七層,二層 陽台,全筆移轉
RPPRMLRJMHLGFBJ98DA,,58.88,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRNMLQKMHLGFBJ78DA,8,94.90,住家用,鋼筋混凝土造,106年6月15日,十四層,九層 陽台 雨遮,全筆移轉
RPRNMLQKMHLGFBJ78DA,8,60.09,本共有部分之項目有停車空間、防空避難室兼停車空間、公共服務空間等三項,鋼筋混凝土造,106年6月15日,十四層,,持分移轉
RPRNMLQKMHLGFBJ78DA,8,19.18,本共有部分之項目有梯間、機房、水箱等三項,鋼筋混凝土造,106年6月15日,十四層,,持分移轉
RPWOMLKMLHLGFDJ09DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,八層 陽台,全筆移轉
RPWOMLKMLHLGFDJ09DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSNMLKMLHLGFDJ58DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,九層 陽台,全筆移轉
RPSNMLKMLHLGFDJ58DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVNMLOKMHLGFDJ56DA,,201.42,集合住宅、樓梯間,鋼筋混凝土造,114年12月31日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPUOMLSJMHLGFBJ66DA,,85.13,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPUOMLSJMHLGFBJ66DA,,68.81,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTNMLTJLHLGFBJ09DA,4,117.41,住家用,鋼筋混凝土造,110年2月9日,十二層,十二層 陽台 雨遮,全筆移轉
RPTNMLTJLHLGFBJ09DA,4,32.53,本共有部分之項目有防空避難室兼停車空間、機房、消防機房、發電機室、梯間、水箱、停車空間、電信室、台電配電室、空調機械室、錶箱室、公共服務空間、垃圾室、頂蓋型開放空間、管理室、車道、排煙室、梯廳等十八項。,鋼筋混凝土造,110年2月9日,十三層,,持分移轉
RPTNMLTJLHLGFBJ09DA,4,36.88,本共有部分之項目有梯間、排煙室、梯廳、機房、水箱等五項。,鋼筋混凝土造,110年2月9日,十二層,,持分移轉
RPUOMLLKLHLGFDJ78DA,10,10199.87,倉庫,鋼骨造,104年12月30日,一層,一層 二層 三層 四層 五層 屋頂突出物 地下一層,全筆移轉
RPWNMLOKMHLGFDJ66DA,,201.42,集合住宅、樓梯間,鋼筋混凝土造,114年12月31日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPWNMLRLLHLGFDJ96DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,五層 陽台,全筆移轉
RPPPMLSJMHLGFBJ88DA,,85.13,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPPPMLSJMHLGFBJ88DA,,68.80,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWNMLRLLHLGFDJ96DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVPMLRLLHLGFDJ07DA,,70.23,集合住宅,鋼筋混凝土造,114年12月15日,十一層,四層 陽台,全筆移轉
RPVPMLRLLHLGFDJ07DA,,68.53,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPXOMLKMLHLGFDJ56DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,五層 陽台,全筆移轉
RPXOMLKMLHLGFDJ56DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPROMLKMLHLGFDJ58DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十一層 陽台,全筆移轉
RPSOMLSJMHLGFBJ09DA,,83.53,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPROMLKMLHLGFDJ58DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSOMLSJMHLGFBJ09DA,,68.00,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTOMLSJMHLGFBJ56DA,,83.53,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPTOMLSJMHLGFBJ56DA,,68.00,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPPOMLKLLHLGFCJ18DA,,182.85,住家用,鋼筋混凝土造,114年12月12日,五層,一層 二層 三層 四層 五層 陽台,全筆移轉
RPWOMLMJMHLGFBJ88DA,,86.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPWOMLMJMHLGFBJ88DA,,69.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRNMLKMLHLGFDJ48DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPRNMLKMLHLGFDJ48DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSPMLRJMHLGFBJ09DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPSPMLRJMHLGFBJ09DA,,54.62,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTOMLRJMHLGFBJ09DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,一層 陽台,全筆移轉
RPTOMLRJMHLGFBJ09DA,,52.53,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWPMLRLLHLGFDJ17DA,,70.23,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPWPMLRLLHLGFDJ17DA,,68.53,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVTNLRLJHLGFDJ37DA,9,179.16,住宅、門廊,鋼筋混凝土造,105年8月12日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQQMLKMLHLGFDJ68DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPQQMLKMLHLGFDJ68DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPWNMLSJMHLGFBJ76DA,,86.17,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPWNMLSJMHLGFBJ76DA,,69.33,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPOOMLSJMHLGFBJ68DA,,83.53,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPOOMLSJMHLGFBJ68DA,,68.01,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPSPMLRLLHLGFDJ76DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPSPMLRLLHLGFDJ76DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPXNMLRLLHLGFDJ07DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,二層 陽台,全筆移轉
RPXNMLRLLHLGFDJ07DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPRPMLRLLHLGFDJ66DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,七層 陽台,全筆移轉
RPRPMLRLLHLGFDJ66DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQQMLRJMHLGFBJ98DA,,87.84,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPQQMLRJMHLGFBJ98DA,,70.16,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPUOMLRJMHLGFBJ56DA,,87.84,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPUOMLRJMHLGFBJ56DA,,70.16,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRQMLRJMHLGFBJ09DA,,85.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPRQMLRJMHLGFBJ09DA,,69.03,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTSMLKMLHLGFDJ56DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,四層 陽台,全筆移轉
RPTSMLKMLHLGFDJ56DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVOMLRJMHLGFBJ66DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPVOMLRJMHLGFBJ66DA,,69.53,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWNMLKMLHLGFDJ98DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPWNMLKMLHLGFDJ98DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPWRMLKMLHLGFDJ76DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPWRMLKMLHLGFDJ76DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQSMLKMLHLGFDJ88DA,,70.23,集合住宅,鋼筋混凝土造,114年12月15日,十一層,二層 陽台,全筆移轉
RPQSMLKMLHLGFDJ88DA,,68.53,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPTOMLQLLHLGFDJ66DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPTOMLQLLHLGFDJ66DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVNMLRLLHLGFDJ86DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,二層 陽台,全筆移轉
RPVNMLRLLHLGFDJ86DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQNMLKMLHLGFDJ38DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,四層 陽台,全筆移轉
RPQNMLKMLHLGFDJ38DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPUNMLKMLHLGFDJ78DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,七層 陽台,全筆移轉
RPUNMLKMLHLGFDJ78DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPPNMLLMLHLGFDJ38DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十一層 陽台,全筆移轉
RPPNMLLMLHLGFDJ38DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPRQMLKLLHLGFBJ48DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPRQMLKLLHLGFBJ48DA,,28.46,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPPPMLKMLHLGFDJ48DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,七層 陽台,全筆移轉
RPPPMLKMLHLGFDJ48DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSNMLRJMHLGFBJ88DA,,86.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,五層 陽台,全筆移轉
RPSNMLRJMHLGFBJ88DA,,69.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWNMLRJMHLGFBJ66DA,,89.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPWNMLRJMHLGFBJ66DA,,71.04,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWPMLRJMHLGFBJ86DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPWPMLRJMHLGFBJ86DA,,67.42,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVPMLRJMHLGFBJ76DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,一層 陽台,全筆移轉
RPVPMLRJMHLGFBJ76DA,,54.63,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVNMLQLLHLGFDJ76DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPUPMLRJMHLGFBJ66DA,,85.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPVNMLQLLHLGFDJ76DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPUPMLRJMHLGFBJ66DA,,66.94,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPXPMLRJMHLGFBJ96DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPXPMLRJMHLGFBJ96DA,,69.53,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVQMLRLLHLGFDJ17DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,九層 陽台,全筆移轉
RPSQMLKMLHLGFDJ88DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPVQMLRLLHLGFDJ17DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSQMLKMLHLGFDJ88DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPXNMLKMLHLGFBJ88DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPRPMLRJMHLGFBJ98DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,二層 陽台,全筆移轉
RPXNMLKMLHLGFBJ88DA,,28.46,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRRMLRJMHLGFBJ56DA,,65.29,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPRPMLRJMHLGFBJ98DA,,54.62,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPQNMLSKLHLGFBJ78DA,18,48.14,住家用,鋼筋混凝土造,96年12月28日,九層,三層 陽台,全筆移轉
RPRRMLRJMHLGFBJ56DA,,58.87,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPQNMLSKLHLGFBJ78DA,18,48.80,共有部分,鋼筋混凝土造,96年12月28日,九層,,持分移轉
RPQNMLSKLHLGFBJ78DA,18,10.40,共有部分,鋼筋混凝土造,96年12月28日,九層,,持分移轉
RPXNMLRJMHLGFBJ76DA,,86.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPXNMLRJMHLGFBJ76DA,,69.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPOSMLKMLHLGFDJ68DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,九層 陽台,全筆移轉
RPOSMLKMLHLGFDJ68DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQOMLQLLHLGFDJ98DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPQOMLQLLHLGFDJ98DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPWPMLKMLHLGFDJ56DA,,60.96,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十一層 陽台,全筆移轉
RPVOMLKMLHLGFDJ98DA,,83.01,集合住宅,鋼筋混凝土造,114年12月15日,十一層,八層 陽台,全筆移轉
RPWPMLKMLHLGFDJ56DA,,63.52,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVOMLKMLHLGFDJ98DA,,75.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
